,Retailer,Retailer ID,Invoice Date,Region,State,City,Product,Price per Unit,Units Sold,Total Sales,Operating Profit,Operating Margin,Sales Method
5021,Sports Direct,1197831,2021-09-27 00:00:00,South,Alabama,Birmingham,Women's Athletic Footwear,32,91,2912,2125.76,0.7300000000000001,Online
5022,Sports Direct,1197831,2021-09-28 00:00:00,South,Alabama,Birmingham,Men's Apparel,29,78,2262,1357.2,0.6,Online
5023,Sports Direct,1197831,2021-09-29 00:00:00,South,Alabama,Birmingham,Women's Apparel,36,143,5148,3861.0000000000005,0.7500000000000001,Online
5024,Sports Direct,1197831,2021-09-30 00:00:00,South,Alabama,Birmingham,Men's Street Footwear,18,169,3042,1946.8799999999997,0.6399999999999999,Online
5025,Sports Direct,1197831,2021-10-01 00:00:00,South,Alabama,Birmingham,Men's Athletic Footwear,19,169,3211,1958.71,0.61,Online
5026,Sports Direct,1197831,2021-10-02 00:00:00,South,Alabama,Birmingham,Women's Street Footwear,43,144,6192,3962.879999999999,0.6399999999999999,Online
5027,Sports Direct,1197831,2021-10-03 00:00:00,South,Alabama,Birmingham,Women's Athletic Footwear,44,131,5764,4207.72,0.7300000000000001,Online
5028,Sports Direct,1197831,2021-10-04 00:00:00,South,Alabama,Birmingham,Men's Apparel,48,111,5328,3143.52,0.59,Online
5029,Sports Direct,1197831,2021-10-05 00:00:00,South,Alabama,Birmingham,Women's Apparel,56,188,10528,8317.12,0.7900000000000001,Online
5030,Sports Direct,1197831,2021-10-06 00:00:00,South,Alabama,Birmingham,Men's Street Footwear,56,233,13048,8220.239999999998,0.6299999999999999,Online
5031,Sports Direct,1197831,2021-10-07 00:00:00,South,Alabama,Birmingham,Men's Athletic Footwear,58,225,13050,8351.999999999998,0.6399999999999999,Online
5032,Sports Direct,1197831,2021-10-08 00:00:00,South,Alabama,Birmingham,Women's Street Footwear,64,175,11200,6943.999999999999,0.6199999999999999,Online
5033,Sports Direct,1197831,2021-10-09 00:00:00,South,Alabama,Birmingham,Women's Athletic Footwear,63,143,9009,6756.750000000001,0.7500000000000001,Online
5034,Sports Direct,1197831,2021-10-10 00:00:00,South,Alabama,Birmingham,Men's Apparel,58,145,8410,4709.599999999999,0.5599999999999999,Online
5035,Sports Direct,1197831,2021-10-11 00:00:00,South,Alabama,Birmingham,Women's Apparel,68,203,13804,11043.200000000003,0.8000000000000002,Online
5036,Amazon,1185732,2021-10-12 00:00:00,South,Alabama,Birmingham,Men's Street Footwear,38,117,4446,2223,0.5,Online
5037,Amazon,1185732,2021-10-13 00:00:00,South,Alabama,Birmingham,Men's Athletic Footwear,38,75,2850,1311,0.45999999999999996,Online
5038,Amazon,1185732,2021-10-14 00:00:00,South,Alabama,Birmingham,Women's Street Footwear,28,63,1764,917.2800000000001,0.52,Online
5039,Amazon,1185732,2021-10-15 00:00:00,South,Alabama,Birmingham,Women's Athletic Footwear,34,28,952,390.32,0.41,Online
5040,Amazon,1185732,2021-10-16 00:00:00,Northeast,Maine,Portland,Men's Apparel,47,42,1974,769.86,0.39,Online
5041,Amazon,1185732,2021-10-17 00:00:00,Northeast,Maine,Portland,Women's Apparel,38,68,2584,1343.68,0.52,Online
5042,Amazon,1185732,2021-10-18 00:00:00,Northeast,Maine,Portland,Men's Street Footwear,38,140,5320,2606.7999999999997,0.49,Online
5043,Amazon,1185732,2021-10-19 00:00:00,Northeast,Maine,Portland,Men's Athletic Footwear,38,45,1710,803.6999999999999,0.47,Online
5044,Amazon,1185732,2021-10-20 00:00:00,Northeast,Maine,Portland,Women's Street Footwear,29,60,1740,922.2,0.53,Online
5045,Amazon,1185732,2021-10-21 00:00:00,Northeast,Maine,Portland,Women's Athletic Footwear,34,19,646,271.32,0.42,Online
5046,Amazon,1185732,2021-10-22 00:00:00,Northeast,Maine,Portland,Men's Apparel,46,45,2070,807.3000000000001,0.39,Online
5047,Amazon,1185732,2021-10-23 00:00:00,Northeast,Maine,Portland,Women's Apparel,37,63,2331,1188.81,0.51,Online
5048,Amazon,1185732,2021-10-24 00:00:00,Northeast,Maine,Portland,Men's Street Footwear,39,127,4953,2426.97,0.49,Online
5049,Amazon,1185732,2021-10-25 00:00:00,Northeast,Maine,Portland,Men's Athletic Footwear,39,46,1794,879.06,0.49,Online
5050,Amazon,1185732,2021-10-26 00:00:00,Northeast,Maine,Portland,Women's Street Footwear,27,52,1404,772.1999999999999,0.5499999999999999,Online
5051,Amazon,1185732,2021-10-27 00:00:00,Northeast,Maine,Portland,Women's Athletic Footwear,32,13,416,166.4,0.4,Online
5052,Amazon,1185732,2021-10-28 00:00:00,Northeast,Maine,Portland,Men's Apparel,49,29,1421,511.56,0.36,Online
5053,Amazon,1185732,2021-10-29 00:00:00,Northeast,Maine,Portland,Women's Apparel,36,50,1800,990.0000000000001,0.55,Online
5054,Amazon,1185732,2021-10-30 00:00:00,Northeast,Maine,Portland,Men's Street Footwear,37,122,4514,2166.72,0.48,Online
5055,Amazon,1185732,2021-10-31 00:00:00,Northeast,Maine,Portland,Men's Athletic Footwear,37,44,1628,765.16,0.47,Online
5056,Amazon,1185732,2021-11-01 00:00:00,Northeast,Maine,Portland,Women's Street Footwear,27,44,1188,641.5200000000001,0.54,Online
5057,Amazon,1185732,2021-11-02 00:00:00,Northeast,Maine,Portland,Women's Athletic Footwear,33,21,693,277.2,0.4,Online
5058,Amazon,1185732,2021-11-03 00:00:00,Northeast,Maine,Portland,Men's Apparel,47,20,940,357.2,0.38,Online
5059,Amazon,1185732,2021-11-04 00:00:00,Northeast,Maine,Portland,Women's Apparel,39,63,2457,1253.07,0.51,Online
5060,Amazon,1185732,2021-11-05 00:00:00,Northeast,Maine,Portland,Men's Street Footwear,52,144,7488,3369.5999999999995,0.44999999999999996,Online
5061,Amazon,1185732,2021-11-06 00:00:00,Northeast,Maine,Portland,Men's Athletic Footwear,48,60,2880,1440,0.5,Online
5062,Amazon,1185732,2021-11-07 00:00:00,Northeast,Maine,Portland,Women's Street Footwear,42,47,1974,1065.96,0.54,Online
5063,Amazon,1185732,2021-11-08 00:00:00,Northeast,Maine,Portland,Women's Athletic Footwear,41,34,1394,557.6,0.4,Online
5064,Amazon,1185732,2021-11-09 00:00:00,Northeast,Maine,Portland,Men's Apparel,51,42,2142,792.54,0.37,Online
5065,Amazon,1185732,2021-11-10 00:00:00,Northeast,Maine,Portland,Women's Apparel,56,72,4032,2136.96,0.53,Online
5066,Amazon,1185732,2021-11-11 00:00:00,Northeast,Maine,Portland,Men's Street Footwear,54,158,8532,4010.04,0.47,Online
5067,Amazon,1185732,2021-11-12 00:00:00,Northeast,Maine,Portland,Men's Athletic Footwear,48,77,3696,1811.04,0.49,Online
5068,Amazon,1185732,2021-11-13 00:00:00,Northeast,Maine,Portland,Women's Street Footwear,42,58,2436,1242.3600000000001,0.51,Online
5069,Amazon,1185732,2021-11-14 00:00:00,Northeast,Maine,Portland,Women's Athletic Footwear,41,51,2091,878.2199999999999,0.42,Online
5070,Amazon,1185732,2021-11-15 00:00:00,Northeast,Maine,Portland,Men's Apparel,50,53,2650,954,0.36,Online
5071,Amazon,1185732,2021-11-16 00:00:00,Northeast,Maine,Portland,Women's Apparel,56,85,4760,2427.6,0.51,Online
5072,Amazon,1185732,2021-11-17 00:00:00,Northeast,Maine,Portland,Men's Street Footwear,51,143,7293,3573.5699999999997,0.49,Online
5073,Amazon,1185732,2021-11-18 00:00:00,Northeast,Maine,Portland,Men's Athletic Footwear,46,84,3864,1854.72,0.48,Online
5074,Amazon,1185732,2021-11-19 00:00:00,Northeast,Maine,Portland,Women's Street Footwear,43,63,2709,1489.9499999999998,0.5499999999999999,Online
5075,Amazon,1185732,2021-11-20 00:00:00,Northeast,Maine,Portland,Women's Athletic Footwear,43,44,1892,775.7199999999999,0.41,Online
5076,Amazon,1185732,2021-11-21 00:00:00,Northeast,Maine,Portland,Men's Apparel,53,60,3180,1208.4,0.38,Online
5077,Amazon,1185732,2021-12-20 00:00:00,Northeast,Maine,Portland,Women's Apparel,58,113,6554,3539.1600000000003,0.54,Online
5078,Amazon,1185732,2021-12-21 00:00:00,Northeast,Maine,Portland,Men's Street Footwear,50,147,7350,3380.9999999999995,0.45999999999999996,Online
5079,Amazon,1185732,2021-12-22 00:00:00,Northeast,Maine,Portland,Men's Athletic Footwear,49,90,4410,2072.7,0.47,Online
5080,Amazon,1185732,2021-12-23 00:00:00,Northeast,Maine,Portland,Women's Street Footwear,41,68,2788,1394,0.5,Online
5081,Amazon,1185732,2021-12-24 00:00:00,Northeast,Maine,Portland,Women's Athletic Footwear,41,51,2091,857.31,0.41,Online
5082,Amazon,1185732,2021-12-25 00:00:00,Northeast,Maine,Portland,Men's Apparel,54,41,2214,819.18,0.37,Online
5083,Amazon,1185732,2021-12-26 00:00:00,Northeast,Maine,Portland,Women's Apparel,54,91,4914,2653.5600000000004,0.54,Online
5084,Amazon,1185732,2021-12-27 00:00:00,Northeast,Maine,Portland,Men's Street Footwear,53,122,6466,3103.68,0.48,Online
5085,Amazon,1185732,2021-12-28 00:00:00,Northeast,Maine,Portland,Men's Athletic Footwear,46,70,3220,1513.3999999999999,0.47,Online
5086,Amazon,1185732,2021-12-29 00:00:00,Northeast,Maine,Portland,Women's Street Footwear,41,38,1558,856.8999999999999,0.5499999999999999,Online
5087,Amazon,1185732,2021-12-30 00:00:00,Northeast,Maine,Portland,Women's Athletic Footwear,42,36,1512,680.4,0.44999999999999996,Online
5088,Amazon,1185732,2021-12-31 00:00:00,Northeast,Maine,Portland,Men's Apparel,52,36,1872,692.64,0.37,Online
5089,Amazon,1185732,2021-09-17 00:00:00,Northeast,Maine,Portland,Women's Apparel,57,59,3363,1748.76,0.52,Online
5090,Amazon,1185732,2021-10-19 00:00:00,Northeast,Maine,Portland,Men's Street Footwear,55,120,6600,3300,0.5,Online
5091,Amazon,1185732,2021-10-19 00:00:00,Northeast,Maine,Portland,Men's Athletic Footwear,54,59,3186,1561.1399999999999,0.49,Online
5092,Amazon,1185732,2021-10-19 00:00:00,Northeast,Maine,Portland,Women's Street Footwear,52,31,1612,886.5999999999999,0.5499999999999999,Online
5093,Amazon,1185732,2021-10-19 00:00:00,Northeast,Maine,Portland,Women's Athletic Footwear,50,26,1300,520,0.4,Online
5094,Amazon,1185732,2021-10-19 00:00:00,Northeast,Maine,Portland,Men's Apparel,61,27,1647,625.86,0.38,Online
5095,Amazon,1185732,2021-10-19 00:00:00,Northeast,Maine,Portland,Women's Apparel,68,56,3808,2018.24,0.53,Online
5096,Amazon,1185732,2021-11-18 00:00:00,Northeast,Maine,Portland,Men's Street Footwear,62,98,6076,2977.24,0.49,Online
5097,Amazon,1185732,2021-11-18 00:00:00,Northeast,Maine,Portland,Men's Athletic Footwear,52,52,2704,1352,0.5,Online
5098,Amazon,1185732,2021-11-18 00:00:00,Northeast,Maine,Portland,Women's Street Footwear,52,55,2860,1487.2,0.52,Online
5099,Amazon,1185732,2021-11-18 00:00:00,Northeast,Maine,Portland,Women's Athletic Footwear,54,46,2484,1068.12,0.43,Online
5100,Amazon,1185732,2021-11-18 00:00:00,Northeast,Maine,Portland,Men's Apparel,60,41,2460,885.6,0.36,Online
5101,Amazon,1185732,2021-11-18 00:00:00,Northeast,Maine,Portland,Women's Apparel,67,63,4221,2279.34,0.54,Online
5102,Amazon,1185732,2021-12-17 00:00:00,Northeast,Maine,Portland,Men's Street Footwear,62,138,8556,4106.88,0.48,Online
5103,Amazon,1185732,2021-12-17 00:00:00,Northeast,Maine,Portland,Men's Athletic Footwear,53,74,3922,1961,0.5,Online
5104,Amazon,1185732,2021-12-17 00:00:00,Northeast,Maine,Portland,Women's Street Footwear,52,68,3536,1768,0.5,Online
5105,Amazon,1185732,2021-12-17 00:00:00,Northeast,Maine,Portland,Women's Athletic Footwear,52,50,2600,1118,0.43,Online
5106,Amazon,1185732,2021-12-17 00:00:00,Northeast,Maine,Portland,Men's Apparel,60,54,3240,1166.3999999999999,0.36,Online
5107,Amazon,1185732,2021-12-17 00:00:00,Northeast,Maine,Portland,Women's Apparel,69,75,5175,2742.75,0.53,Online
5108,West Gear,1128299,2021-01-10 00:00:00,Northeast,Maine,Portland,Men's Street Footwear,33,98,3234,1131.8999999999999,0.35,Online
5109,West Gear,1128299,2021-01-10 00:00:00,Northeast,Maine,Portland,Men's Athletic Footwear,41,109,4469,1474.77,0.33,Online
5110,West Gear,1128299,2021-01-10 00:00:00,Northeast,Maine,Portland,Women's Street Footwear,43,101,4343,1737.2,0.4,Online
5111,West Gear,1128299,2021-01-10 00:00:00,Northeast,Maine,Portland,Women's Athletic Footwear,43,59,2537,989.4300000000001,0.39,Online
5112,Amazon,1185732,2021-01-24 00:00:00,West,Alaska,Anchorage,Women's Apparel,52,84,4368,1790.8799999999999,0.41,Online
5113,Amazon,1185732,2021-02-22 00:00:00,West,Alaska,Anchorage,Men's Street Footwear,51,173,8823,4146.81,0.47000000000000003,Online
5114,Amazon,1185732,2021-02-22 00:00:00,West,Alaska,Anchorage,Men's Athletic Footwear,53,65,3445,1653.6000000000001,0.48000000000000004,Online
5115,Amazon,1185732,2021-02-22 00:00:00,West,Alaska,Anchorage,Women's Street Footwear,43,77,3311,1225.07,0.37,Online
5116,Amazon,1185732,2021-02-22 00:00:00,West,Alaska,Anchorage,Women's Athletic Footwear,49,46,2254,879.0600000000001,0.39,Online
5117,Amazon,1185732,2021-02-22 00:00:00,West,Alaska,Anchorage,Men's Apparel,60,75,4500,1710,0.38,Online
5118,Amazon,1185732,2021-02-22 00:00:00,West,Alaska,Anchorage,Women's Apparel,52,102,5304,2333.76,0.44,Online
5119,Amazon,1185732,2021-03-20 00:00:00,West,Alaska,Anchorage,Men's Street Footwear,53,153,8109,3973.4100000000003,0.49000000000000005,Online
5120,Amazon,1185732,2021-03-20 00:00:00,West,Alaska,Anchorage,Men's Athletic Footwear,52,65,3380,1690,0.5,Online
5121,Amazon,1185732,2021-03-20 00:00:00,West,Alaska,Anchorage,Women's Street Footwear,41,69,2829,1046.73,0.37,Online
5122,Amazon,1185732,2021-03-20 00:00:00,West,Alaska,Anchorage,Women's Athletic Footwear,49,36,1764,670.32,0.38,Online
5123,Amazon,1185732,2021-03-20 00:00:00,West,Alaska,Anchorage,Men's Apparel,64,53,3392,1322.88,0.39,Online
5124,Amazon,1185732,2021-03-20 00:00:00,West,Alaska,Anchorage,Women's Apparel,53,72,3816,1526.4,0.4,Online
5125,Amazon,1185732,2021-04-21 00:00:00,West,Alaska,Anchorage,Men's Street Footwear,54,131,7074,3254.04,0.46,Online
5126,Amazon,1185732,2021-04-21 00:00:00,West,Alaska,Anchorage,Men's Athletic Footwear,50,61,3050,1525,0.5,Online
5127,Amazon,1185732,2021-04-21 00:00:00,West,Alaska,Anchorage,Women's Street Footwear,44,61,2684,1073.6000000000001,0.4,Online
5128,Amazon,1185732,2021-04-21 00:00:00,West,Alaska,Anchorage,Women's Athletic Footwear,47,44,2068,765.16,0.37,Online
5129,Amazon,1185732,2021-04-21 00:00:00,West,Alaska,Anchorage,Men's Apparel,56,41,2296,849.52,0.37,Online
5130,Amazon,1185732,2021-04-21 00:00:00,West,Alaska,Anchorage,Women's Apparel,49,84,4116,1811.04,0.44,Online
5131,Amazon,1185732,2021-05-20 00:00:00,West,Alaska,Anchorage,Men's Street Footwear,59,160,9440,4720,0.5,Online
5132,Amazon,1185732,2021-05-20 00:00:00,West,Alaska,Anchorage,Men's Athletic Footwear,56,72,4032,1814.4000000000003,0.45000000000000007,Online
5133,Amazon,1185732,2021-05-20 00:00:00,West,Alaska,Anchorage,Women's Street Footwear,53,84,4452,1780.8000000000002,0.4,Online
5134,Amazon,1185732,2021-05-20 00:00:00,West,Alaska,Anchorage,Women's Athletic Footwear,51,63,3213,1220.94,0.38,Online
5135,Amazon,1185732,2021-05-20 00:00:00,West,Alaska,Anchorage,Men's Apparel,62,69,4278,1625.64,0.38,Online
5136,Amazon,1185732,2021-05-20 00:00:00,West,Alaska,Anchorage,Women's Apparel,67,100,6700,2747,0.41,Online
5137,Amazon,1185732,2021-06-22 00:00:00,West,Alaska,Anchorage,Men's Street Footwear,59,189,11151,5129.46,0.46,Online
5138,Amazon,1185732,2021-06-22 00:00:00,West,Alaska,Anchorage,Men's Athletic Footwear,55,112,6160,3080,0.5,Online
5139,Amazon,1185732,2021-06-22 00:00:00,West,Alaska,Anchorage,Women's Street Footwear,53,81,4293,1545.48,0.36,Online
5140,Amazon,1185732,2021-06-22 00:00:00,West,Alaska,Anchorage,Women's Athletic Footwear,53,90,4770,1717.2,0.36,Online
5141,Amazon,1185732,2021-06-22 00:00:00,West,Alaska,Anchorage,Men's Apparel,60,84,5040,1814.3999999999999,0.36,Online
5142,Amazon,1185732,2021-06-22 00:00:00,West,Alaska,Anchorage,Women's Apparel,67,126,8442,3545.64,0.42,Online
5143,Amazon,1185732,2021-07-20 00:00:00,West,Alaska,Anchorage,Men's Street Footwear,63,182,11466,5274.360000000001,0.46,Online
5144,Amazon,1185732,2021-07-20 00:00:00,West,Alaska,Anchorage,Men's Athletic Footwear,59,111,6549,3078.03,0.47000000000000003,Online
5145,Amazon,1185732,2021-07-20 00:00:00,West,Alaska,Anchorage,Women's Street Footwear,53,102,5406,1946.1599999999999,0.36,Online
5146,Amazon,1185732,2021-07-20 00:00:00,West,Alaska,Anchorage,Women's Athletic Footwear,51,75,3825,1453.5,0.38,Online
5147,Amazon,1185732,2021-07-20 00:00:00,West,Alaska,Anchorage,Men's Apparel,61,91,5551,2164.89,0.39,Online
5148,Amazon,1185732,2021-07-20 00:00:00,West,Alaska,Anchorage,Women's Apparel,67,130,8710,3919.4999999999995,0.44999999999999996,Online
5149,Amazon,1185732,2021-08-21 00:00:00,West,Alaska,Anchorage,Men's Street Footwear,59,163,9617,4327.650000000001,0.45000000000000007,Online
5150,Amazon,1185732,2021-08-21 00:00:00,West,Alaska,Anchorage,Men's Athletic Footwear,56,106,5936,2671.2000000000003,0.45000000000000007,Online
5151,Amazon,1185732,2021-08-21 00:00:00,West,Alaska,Anchorage,Women's Street Footwear,54,102,5508,1982.8799999999999,0.36,Online
5152,Amazon,1185732,2021-08-21 00:00:00,West,Alaska,Anchorage,Women's Athletic Footwear,53,68,3604,1441.6000000000001,0.4,Online
5153,Amazon,1185732,2021-08-21 00:00:00,West,Alaska,Anchorage,Men's Apparel,62,65,4030,1531.4,0.38,Online
5154,Amazon,1185732,2021-08-21 00:00:00,West,Alaska,Anchorage,Women's Apparel,67,104,6968,2926.56,0.42,Online
5155,Amazon,1185732,2021-09-20 00:00:00,West,Alaska,Anchorage,Men's Street Footwear,64,131,8384,4024.32,0.48000000000000004,Online
5156,Amazon,1185732,2021-09-20 00:00:00,West,Alaska,Anchorage,Men's Athletic Footwear,55,91,5005,2402.4,0.48000000000000004,Online
5157,Amazon,1185732,2021-09-20 00:00:00,West,Alaska,Anchorage,Women's Street Footwear,50,59,2950,1121,0.38,Online
5158,Amazon,1185732,2021-09-20 00:00:00,West,Alaska,Anchorage,Women's Athletic Footwear,50,56,2800,1092,0.39,Online
5159,Amazon,1185732,2021-09-20 00:00:00,West,Alaska,Anchorage,Men's Apparel,62,60,3720,1488,0.4,Online
5160,Amazon,1185732,2021-09-20 00:00:00,West,Alaska,Anchorage,Women's Apparel,64,84,5376,2204.16,0.41,Online
5161,Amazon,1185732,2021-10-22 00:00:00,West,Alaska,Anchorage,Men's Street Footwear,68,113,7684,3611.48,0.47000000000000003,Online
5162,Amazon,1185732,2021-10-22 00:00:00,West,Alaska,Anchorage,Men's Athletic Footwear,60,77,4620,2217.6000000000004,0.48000000000000004,Online
5163,Amazon,1185732,2021-10-22 00:00:00,West,Alaska,Anchorage,Women's Street Footwear,59,46,2714,1085.6000000000001,0.4,Online
5164,Amazon,1185732,2021-10-22 00:00:00,West,Alaska,Anchorage,Women's Athletic Footwear,59,42,2478,892.0799999999999,0.36,Online
5165,Amazon,1185732,2021-10-22 00:00:00,West,Alaska,Anchorage,Men's Apparel,71,44,3124,1093.3999999999999,0.35,Online
5166,Amazon,1185732,2021-10-22 00:00:00,West,Alaska,Anchorage,Women's Apparel,73,83,6059,2423.6,0.4,Online
5167,Amazon,1185732,2021-11-21 00:00:00,West,Alaska,Anchorage,Men's Street Footwear,68,123,8364,4014.7200000000003,0.48000000000000004,Online
5168,Amazon,1185732,2021-11-21 00:00:00,West,Alaska,Anchorage,Men's Athletic Footwear,59,81,4779,2198.34,0.46,Online
5169,Amazon,1185732,2021-11-21 00:00:00,West,Alaska,Anchorage,Women's Street Footwear,59,93,5487,2139.9300000000003,0.39,Online
5170,Amazon,1185732,2021-11-21 00:00:00,West,Alaska,Anchorage,Women's Athletic Footwear,62,90,5580,2120.4,0.38,Online
5171,Amazon,1185732,2021-11-21 00:00:00,West,Alaska,Anchorage,Men's Apparel,69,83,5727,2004.4499999999998,0.35,Online
5172,Amazon,1185732,2021-11-21 00:00:00,West,Alaska,Anchorage,Women's Apparel,74,101,7474,3139.08,0.42,Online
5173,Amazon,1185732,2021-12-20 00:00:00,West,Alaska,Anchorage,Men's Street Footwear,69,174,12006,5642.820000000001,0.47000000000000003,Online
5174,Amazon,1185732,2021-12-20 00:00:00,West,Alaska,Anchorage,Men's Athletic Footwear,60,112,6720,3158.4,0.47000000000000003,Online
5175,Foot Locker,1128299,2021-01-10 00:00:00,West,Alaska,Anchorage,Men's Street Footwear,33,109,3597,1366.8600000000001,0.38,Online
5176,Foot Locker,1128299,2021-01-10 00:00:00,West,Alaska,Anchorage,Men's Athletic Footwear,43,109,4687,1546.71,0.33,Online
5177,Foot Locker,1128299,2021-01-10 00:00:00,West,Alaska,Anchorage,Women's Street Footwear,41,113,4633,1667.8799999999999,0.36,Online
5178,Foot Locker,1128299,2021-01-10 00:00:00,West,Alaska,Anchorage,Women's Athletic Footwear,43,56,2408,842.8,0.35,Online
5179,Foot Locker,1128299,2021-01-10 00:00:00,West,Alaska,Anchorage,Men's Apparel,46,46,2116,634.8,0.3,Online
5180,Foot Locker,1128299,2021-01-10 00:00:00,West,Alaska,Anchorage,Women's Apparel,42,123,5166,2789.6400000000003,0.54,Online
5181,Foot Locker,1128299,2021-02-10 00:00:00,West,Alaska,Anchorage,Men's Street Footwear,33,143,4719,1698.84,0.36,Online
5182,Foot Locker,1128299,2021-02-10 00:00:00,West,Alaska,Anchorage,Men's Athletic Footwear,42,98,4116,1317.1200000000001,0.32,Online
5183,Foot Locker,1128299,2021-02-10 00:00:00,West,Alaska,Anchorage,Women's Street Footwear,44,94,4136,1488.96,0.36,Online
5184,Foot Locker,1128299,2021-02-10 00:00:00,West,Hawaii,Honolulu,Women's Athletic Footwear,41,56,2296,895.44,0.39,Online
5185,Foot Locker,1128299,2021-02-10 00:00:00,West,Hawaii,Honolulu,Men's Apparel,47,38,1786,535.8,0.3,Online
5186,Foot Locker,1128299,2021-02-10 00:00:00,West,Hawaii,Honolulu,Women's Apparel,44,102,4488,2468.4,0.55,Online
5187,Foot Locker,1128299,2021-03-09 00:00:00,West,Hawaii,Honolulu,Men's Street Footwear,44,135,5940,2376,0.4,Online
5188,Foot Locker,1128299,2021-03-09 00:00:00,West,Hawaii,Honolulu,Men's Athletic Footwear,54,91,4914,1523.34,0.31,Online
5189,Foot Locker,1128299,2021-03-09 00:00:00,West,Hawaii,Honolulu,Women's Street Footwear,57,101,5757,2245.23,0.39,Online
5190,Foot Locker,1128299,2021-03-09 00:00:00,West,Hawaii,Honolulu,Women's Athletic Footwear,52,69,3588,1291.68,0.36,Online
5191,Foot Locker,1128299,2021-03-09 00:00:00,West,Hawaii,Honolulu,Men's Apparel,55,36,1980,514.8000000000001,0.26,Online
5192,Foot Locker,1128299,2021-03-09 00:00:00,West,Hawaii,Honolulu,Women's Apparel,50,85,4250,2337.5,0.55,Online
5193,Foot Locker,1128299,2021-04-10 00:00:00,West,Hawaii,Honolulu,Men's Street Footwear,59,130,7670,2761.2,0.36,Online
5194,Foot Locker,1128299,2021-04-10 00:00:00,West,Hawaii,Honolulu,Men's Athletic Footwear,61,81,4941,1729.35,0.35,Online
5195,Foot Locker,1128299,2021-04-10 00:00:00,West,Hawaii,Honolulu,Women's Street Footwear,60,91,5460,2074.8,0.38,Online
5196,Foot Locker,1128299,2021-04-10 00:00:00,West,Hawaii,Honolulu,Women's Athletic Footwear,48,73,3504,1226.3999999999999,0.35,Online
5197,Foot Locker,1128299,2021-04-10 00:00:00,West,Hawaii,Honolulu,Men's Apparel,52,42,2184,589.6800000000001,0.27,Online
5198,Foot Locker,1128299,2021-04-10 00:00:00,West,Hawaii,Honolulu,Women's Apparel,66,94,6204,3102,0.5,Online
5199,Foot Locker,1128299,2021-05-11 00:00:00,West,Hawaii,Honolulu,Men's Street Footwear,51,158,8058,2981.46,0.37,Online
5200,Foot Locker,1128299,2021-05-11 00:00:00,West,Hawaii,Honolulu,Men's Athletic Footwear,58,98,5684,1875.72,0.33,Online
5201,Foot Locker,1128299,2021-05-11 00:00:00,West,Hawaii,Honolulu,Women's Street Footwear,56,98,5488,2195.2000000000003,0.4,Online
5202,Foot Locker,1128299,2021-05-11 00:00:00,West,Hawaii,Honolulu,Women's Athletic Footwear,52,80,4160,1664,0.4,Online
5203,Foot Locker,1128299,2021-05-11 00:00:00,West,Hawaii,Honolulu,Men's Apparel,55,46,2530,708.4000000000001,0.28,Online
5204,Foot Locker,1128299,2021-05-11 00:00:00,West,Hawaii,Honolulu,Women's Apparel,69,143,9867,5426.85,0.55,Online
5205,Foot Locker,1128299,2021-06-10 00:00:00,West,Hawaii,Honolulu,Men's Street Footwear,67,210,14070,5628,0.4,Online
5206,Foot Locker,1128299,2021-06-10 00:00:00,West,Hawaii,Honolulu,Men's Athletic Footwear,72,156,11232,3481.92,0.31,Online
5207,Foot Locker,1128299,2021-06-10 00:00:00,West,Hawaii,Honolulu,Women's Street Footwear,71,180,12780,4600.8,0.36,Online
5208,Foot Locker,1128299,2021-06-10 00:00:00,West,Hawaii,Honolulu,Women's Athletic Footwear,74,133,9842,3739.96,0.38,Online
5209,Foot Locker,1128299,2021-06-10 00:00:00,West,Hawaii,Honolulu,Men's Apparel,83,88,7304,2191.2,0.3,Online
5210,Foot Locker,1128299,2021-06-10 00:00:00,West,Hawaii,Honolulu,Women's Apparel,97,169,16393,8524.36,0.52,Online
5211,Foot Locker,1128299,2021-07-09 00:00:00,West,Hawaii,Honolulu,Men's Street Footwear,74,208,15392,5695.04,0.37,Online
5212,Foot Locker,1128299,2021-07-09 00:00:00,West,Hawaii,Honolulu,Men's Athletic Footwear,81,182,14742,5012.280000000001,0.34,Online
5213,Foot Locker,1128299,2021-07-09 00:00:00,West,Hawaii,Honolulu,Women's Street Footwear,79,150,11850,4266,0.36,Online
5214,Foot Locker,1128299,2021-07-09 00:00:00,West,Hawaii,Honolulu,Women's Athletic Footwear,73,130,9490,3796,0.4,Online
5215,Foot Locker,1128299,2021-07-09 00:00:00,West,Hawaii,Honolulu,Men's Apparel,80,149,11920,3576,0.3,Online
5216,Foot Locker,1128299,2021-07-09 00:00:00,West,Hawaii,Honolulu,Women's Apparel,96,154,14784,7687.68,0.52,Online
5217,Foot Locker,1128299,2021-08-10 00:00:00,West,Hawaii,Honolulu,Men's Street Footwear,79,210,16590,6138.3,0.37,Online
5218,Foot Locker,1128299,2021-08-10 00:00:00,West,Hawaii,Honolulu,Men's Athletic Footwear,71,218,15478,5262.52,0.34,Online
5219,Foot Locker,1128299,2021-08-10 00:00:00,West,Hawaii,Honolulu,Women's Street Footwear,64,162,10368,4043.52,0.39,Online
5220,Foot Locker,1128299,2021-08-10 00:00:00,West,Hawaii,Honolulu,Women's Athletic Footwear,67,142,9514,3615.32,0.38,Online
